id,movie_name,directors,actors,movie_rating,genre,duration
4276,Full Circle,Olli Koivula,"Solvan Naim, Rob Morgan, Kelvin Hale",7.0,"Action, Comedy",83 min 
4277,2 Dead 2 Kill,Michael J. Hach,"Jill Andre, Katherine Bailess, I. Elijah Baughman",4.4,Action,90 min 
4278,Avenged,Michael S. Ojeda,"Tom Ardavany, Ronnie Gene Blevins, Ernie Charles",5.7,"Action, Fantasy, Horror",95 min 
4279,In the Name of the King 3: The Last Job,Uwe Boll,"Dominic Purcell, Ralitsa Paskaleva, Daria Simeonova",3.2,"Action, Adventure, Drama",86 min 
4280,Hansel & Gretel: Warriors of Witchcraft,David DeCoteau,"Fivel Stewart, Booboo Stewart, Eric Roberts",2.6,"Action, Adventure, Horror",83 min 
4281,Deadliest Prey,David A. Prior,"Ted Prior, Tara Kleinpeter, David Campbell",5.3,Action,80 min 
4282,D-Day,Nikhil Advani,"Irrfan Khan, Rishi Kapoor, Arjun Rampal",7.2,"Action, Thriller",153 min 
4283,Captive,Jordan Brown,"Eric Breker, Cory Rempel, Dalias Blake",3.8,"Action, Thriller",88 min 
4284,Captive,Jordan Brown,"Eric Breker, Cory Rempel, Dalias Blake",3.8,"Action, Thriller",88 min 
4285,Captain Battle: Legacy War,David Palmieri,"Andrew J McGuinness, Marlene Mc'Cohen, Jenny Allford",1.3,"Action, Sci-Fi, War",90 min 
4286,Bloody Border,Bryan C. Goff,"Nathan Staveley, Bear Vash, Diana Gomez",4.0,"Action, Horror, Western",92 min 
4287,My Son,Jarod O'Flaherty,"Restin Burk, Kate Randall, Micheal Willbanks",7.2,"Action, Drama",110 min 
4288,Dracano,Kevin O'Neill,"Corin Nemec, Victoria Pratt, Mia Faith",3.0,"Action, Adventure, Fantasy",91 min 
4289,Enemies Closer,Peter Hyams,"Tom Everett Scott, Jean-Claude Van Damme, Orlando Jones",5.1,"Action, Thriller",85 min 
4290,Richard The Lionheart,Stefano Milla,"Greg Chandler Maness, Burton Perez, Malcolm McDowell",2.3,"Action, Adventure",100 min 
4291,Cold Harbour,Carey McKenzie,"Nan Yu, Zolani Mahola, Quanita Adams",6.2,"Action, Crime, Thriller",73 min 
4292,Tadakha,Kishore,"Naga Chaitanya Akkineni, Suneel, Tamannaah Bhatia",5.7,"Action, Romance",147 min 
4293,The Eternal Zero,Takashi Yamazaki,"Jun'ichi Okada, Haruma Miura, Mao Inoue",7.2,"Action, Drama, Mystery",144 min 
4294,The Heat,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy",6.6,"Action, Comedy, Crime",117 min 
4295,Unearthly,Robert McCallum,"Phil Andros, Danica Barker, Johnny Bobesich",5.7,"Action, Adventure, Fantasy",93 min 
4296,V8 - Du willst der Beste sein,Joachim Masannek,"Georg Sulzer, Maya Lauterbach, Samuel Jakob",4.3,"Action, Adventure, Family",106 min 
4297,Revelation Road: The Beginning of the End,Gabriel Sabloff,"David A.R. White, Brian Bosworth, Eric Roberts",4.9,Action,88 min 
4298,Send No Flowers,Fred Carpenter,"Sean Young, Tony Lo Bianco, Russ Camarda",7.5,"Action, Crime, Drama",95 min 
4299,House of Cards,Ian Chinsee,"Benjamin Alldridge, Daniel Cason, Ian Chinsee",2.0,"Action, Drama",107 min 
4300,Pearl,Guy Patton,"Jennifer Barnes, Marcus Bishop-Wright, Justin Brown",5.5,"Action, Crime, Thriller",80 min 
4301,Go Goa Gone,Krishna D.K.,"Saif Ali Khan, Kunal Khemu, Vir Das",6.5,"Action, Adventure, Comedy",111 min 
4302,Singh Saab the Great,Anil Sharma,"Sunny Deol, Amrita Rao, Urvashi Rautela",6.0,"Action, Drama",134 min 
4303,Jengo Hooper,Joe Wheeler,"Alan Baptiste, Dustin Lee Burgess, Ben Chapman",7.4,"Action, Horror, Thriller",92 min 
4304,Zombie Hunter,K. King,"Danny Trejo, Martin Copping, Clare Niederpruem",3.4,"Action, Comedy, Horror",93 min 
4305,Ninja: Shadow of a Tear,Isaac Florentine,"Scott Adkins, Kane Kosugi, Mika Hijii",6.2,"Action, Crime, Thriller",95 min 
4306,Switch,Jianjun Sun,"Andy Lau, Chiling Lin, Jingchu Zhang",2.3,"Action, Crime, Romance",120 min 
4307,Roche papier ciseaux,Yan Lanouette Turgeon,"Roy Dupuis, Remo Girone, Samian",5.8,"Action, Crime, Drama",115 min 
4308,Mirchi,Koratalla Siva,"Prabhas, Anushka Shetty, Richa Gangopadhyay",7.0,"Action, Drama",155 min 
4309,Ip Man: The Final Fight,Herman Yau,"Anthony Chau-Sang Wong, Gillian Chung, Jordan Chan",6.1,"Action, Biography, Drama",100 min 
4310,Ambushed,Giorgio Serafini,"Dolph Lundgren, Vinnie Jones, Randy Couture",3.8,"Action, Crime, Drama",96 min 
4311,Bachchan,Shashank,"Sudeep, Jagapathi Babu, Bhavana",6.5,"Action, Crime, Thriller",145 min 
4312,Blood of Redemption,Giorgio Serafini,"Dolph Lundgren, Billy Zane, Gianni Capaldi",4.4,"Action, Crime, Drama",85 min 
4313,Yamla Pagla Deewana 2,Sangeeth Sivan,"Dharmendra, Sunny Deol, Bobby Deol",3.4,"Action, Comedy, Drama",154 min 
4314,500 MPH Storm,Daniel Lusko,"Casper Van Dien, Michael Beach, Sarah Lieving",2.2,"Action, Sci-Fi",86 min 
4315,Age of Dinosaurs,Joseph J. Lawson,"Treat Williams, Ronny Cox, Jillian Rose Reed",2.9,"Action, Sci-Fi",88 min 
4316,Badass Showdown,David DeCoteau,"Cynthia Rothrock, Jarrid Balis, Brandon Schinaman",2.7,Action,75 min 
4317,Once Upon a Time in Vietnam,Dustin Nguyen,"Dustin Nguyen, Veronica Ngo, Roger Yuan",5.3,"Action, Adventure, Drama",102 min 
4318,100 Degrees Below Zero,R.D. Braunstein,"Jeff Fahey, Sara Malakul Lane, Marc Ewins",2.5,"Action, Sci-Fi",89 min 
4319,Dracula: The Impaler,Derek Hockenbrough,"Diana Angelson, Christian Gehring, Christina Collard",4.0,"Action, Horror, Thriller",86 min 
4320,Sons of Liberty,Drew Hall,"Tamer Hassan, Keith David, Elyse Levesque",3.8,"Action, Sci-Fi",94 min 
4321,Deadtime,Rody Claude,"Rody Claude, Kenny Low, Jessica Hegarty",5.8,"Action, Thriller",98 min 
4322,Bullett Raja,Tigmanshu Dhulia,"Saif Ali Khan, Sonakshi Sinha, Vidyut Jamwal",5.1,"Action, Crime, Drama",138 min 
4323,Jack the Giant Killer,Mark Atkins,"Jamie Atkins, Robert Boyle, Jane March",2.2,"Action, Fantasy",87 min 
4324,Arrambam,Vishnuvardhan,"Ajith Kumar, Arya, Nayanthara",7.5,"Action, Drama, Mystery",157 min 
4325,Rajdhani Express,Ashok Kohli,"Ishrat Ali, Nishant Balgovind, Sayali Bhagat",2.7,"Action, Drama, Thriller",140 min 
4326,Ivan Veramaathiri,M. Saravanan,"Vikram Prabhu, Surabhi, Ganesh Venkatraman",5.9,"Action, Romance",150 min 
4327,Adormidera,Raymond Mizzi,,4.3,"Action, Adventure, Fantasy",90 min 
4328,Mobster,Brian Eric Johnson,"Meni Aga, Michel Wakim, Hamzah Saman",7.4,"Action, Crime, Drama",87 min 
4329,Boss,Anthony D'Souza,"Akshay Kumar, Shiv Pandit, Mithun Chakraborty",5.4,"Action, Comedy, Drama",143 min 
4330,Disaster Wars: Earthquake vs. Tsunami,David Palmieri,"Joe Estevez, Priscilla Barnes, Reggie Bannister",2.1,"Action, Drama, Sci-Fi",85 min 
4331,Vendetta,Stephen Reynolds,"Danny Dyer, Vincent Regan, Roxanne McKee",5.9,"Action, Thriller",106 min 
4332,G.D.O. BlackCat,Murat Aslan,"Safak Sezer, Serkan Sengul, Melisa Pamuk",5.8,"Action, Comedy",97 min 
4333,Krampus: The Christmas Devil,Jason Hull,"Jay Dobyns, Paul Ferm, Andrew Ferrick",2.0,"Action, Horror, Thriller",82 min 
4334,Avenged,Donovan Marsh,,5.3,"Action, Crime, Drama",96 min 
4335,The Major,Yuriy Bykov,"Denis Shvedov, Yuriy Bykov, Irina Nizina",7.1,"Action, Crime, Drama",99 min 
4336,Police Story: Lockdown,Sheng Ding,"Jackie Chan, Ye Liu, Tian Jing",6.1,"Action, Crime, Drama",110 min 
4337,Black Ice,Johnny Gogan,"Jane McGrath, Killian Scott, Dermot Murphy",5.8,"Action, Crime, Sport",100 min 
4338,Force of Execution,Keoni Waxman,"Steven Seagal, Ving Rhames, Danny Trejo",4.6,"Action, Crime",99 min 
4339,Alex Pandian,Suraj,"Karthi, Anushka Shetty, Santhanam",2.0,Action,135 min 
4340,Phata Poster Nikhla Hero,Rajkumar Santoshi,"Shahid Kapoor, Ileana, Padmini Kolhapure",4.9,"Action, Comedy",146 min 
4341,Thalaivaa,Vijay,"Vijay, Amala Paul, Santhanam",6.3,"Action, Drama, Thriller",182 min 
4342,Jayantabhai Ki Luv Story,Vinnil Markan,"Zakir Hussain, Nasser, Vivek Oberoi",5.2,"Action, Comedy, Romance",130 min 
4343,Avalanche Sharks,Scott Wheeler,"Alexander Mendeluk, Kate Nauta, Benjamin Easterday",2.2,"Action, Horror, Sci-Fi",82 min 
4344,New World,Hoon-jung Park,"Jung-jae Lee, Min-sik Choi, Jeong-min Hwang",7.6,"Action, Crime, Drama",134 min 
4345,Seventy-Nine,Filip Maciejewicz,"Jonathan Rosenthal, Adrian Voo, Bo Linton",6.4,"Action, Horror, Mystery",82 min 
4346,The Vulture,Eugeniusz Korin,"Michal Zebrowski, Daniel Olbrychski, Andrzej Seweryn",5.6,"Action, Crime, Thriller",133 min 
4347,Underbelly,Kye Loren,"Tom Benedict Knight, Kye Loren, Neil Alexander Smith",8.0,"Action, Thriller",100 min 
4348,Green Street 3: Never Back Down,James Nunn,"Scott Adkins, Kacey Barnfield, Joey Ansah",5.4,"Action, Drama",93 min 
4349,G.I. Joe: Deception,Scotty Whitehurst,"John Baxter, Julian Benson, Gus Bowering",4.6,"Action, Drama, War",161 min 
4350,King Lee,Jonathan Case,"Nathan Faudree, Al Marshall, Caly Givens",8.2,"Action, Comedy, History",96 min 
4351,Campus Code,Cathy Scorsese,"Jesse McCartney, Hannah Hodson, Alice Kremelberg",6.6,"Action, Sci-Fi",110 min 
4352,Badges of Fury,Tsz Ming Wong,"Jet Li, Zhang Wen, Shi Shi Liu",4.6,"Action, Comedy, Mystery",98 min 
4353,Independence Daysaster,W.D. Hogan,"Casey Dubois, Iain Belcher, Andrea Brooks",3.4,"Action, Sci-Fi",90 min 
4354,Metro,Anton Megerdichev,"Sergey Puskepalis, Anatoliy Belyy, Svetlana Khodchenkova",6.6,"Action, Thriller",133 min 
4355,The Hit Girl,James A. Ward,"Ella Celina Bowen, Jessamyn Arnstein, James Castle Stevens",7.1,"Action, Adventure, Comedy",86 min 
4356,Commando,Dilip Ghosh,"Vidyut Jamwal, Pooja Chopra, Jaideep Ahlawat",5.9,Action,174 min 
4357,Assassins Tale,Arthur Louis Fuller,"Michael Beach, Anna Silk, Guy Garner",4.3,"Action, Crime, Thriller",92 min 
4358,Devils of War,Eli Dorsey,"Lawrence Anthony, Jerry L. Buxbaum, Jamin Watson",2.0,"Action, Horror",74 min 
4359,Poseidon Rex,Mark L. Lester,"Brian Krause, Anne McDaniels, Steven Helmkamp",2.6,"Action, Sci-Fi",81 min 
4360,On the Job,Erik Matti,"Piolo Pascual, Gerald Anderson, Joel Torre",7.0,"Action, Crime, Drama",121 min 
4361,Hot Guys with Guns,Doug Spearman,"Marc Anthony Samuel, Brian McArdle, Shang Abrams",5.3,"Action, Comedy, Thriller",105 min 
4362,Travelers,Koichi Sakamoto,"Kenji Ebisawa, Sanae Hitomi, Ayumi Kinoshita",5.4,"Action, Adventure, Sci-Fi",83 min 
4363,Hit Team,Mark Newton,"Myles McLane, Emerald Robinson, Roger Payano",6.1,"Action, Comedy",96 min 
4364,Crook,Adrian Langley,"Adam Beach, Leah Gibson, Bill Lake",4.3,Action,92 min 
4365,Bushido Man,Takanori Tsujimoto,"Mitsuki Koga, Yoshiyuki Yamaguchi, Masanori Mimoto",5.5,Action,88 min 
4366,Rigor Mortis,Juno Mak,"Anthony Chan, Siu-Ho Chin, Fat Chung",6.3,"Action, Drama, Horror",103 min 
4367,Vathikuchi,Kinslin,"Dileepan, Anjali, Saranya Ponvannan",6.2,"Action, Thriller",135 min 
4368,Ku_on,Takayuki Hatamura,"Haruna Isaoka, Sou Sato, Nana Seino",5.6,"Action, Drama, Sci-Fi",78 min 
4369,Knight of the Dead,Mark Atkins,"Feth Greenwood, Vivien Vilela, Lee Bennett",2.9,"Action, Fantasy, Horror",82 min 
4370,Aurangzeb,Atul Sabharwal,"Arjun Kapoor, Sasha Aagha, Prithviraj Sukumaran",6.6,"Action, Drama, Thriller",137 min 
4371,Rangeelay,Navaniat Singh,,4.8,"Action, Comedy, Drama",129 min 
4372,Extraction,Tony Giglio,"Jon Foo, Falk Hentschel, Vinnie Jones",4.7,Action,106 min 
4373,Revelation Road 2: The Sea of Glass and Fire,Gabriel Sabloff,"David A.R. White, Brian Bosworth, Andrea Logan White",5.1,Action,90 min 
4374,ICE Agent,Ray O'Neill,"Ray O'Neill, Michael Madsen, Joanna Pacula",3.8,Action,93 min 
4375,ICE Agent,Ray O'Neill,"Ray O'Neill, Michael Madsen, Joanna Pacula",3.8,Action,93 min 
4376,Fists of Legend,Woo-Suk Kang,"Jeong-min Hwang, Woong-in Jeong, Yo-won Lee",6.8,Action,154 min 
4377,Injun,Bob Cook,"Patrick Louis Ah-Wong, Kevin Brassard, Debra Cassano",5.1,"Action, Western",93 min 
4378,American Brawler,Jose Montesinos,"Marco Antonio Alvarez, Dennis Ruel, O.G. Dave Rivera",3.9,"Action, Crime, Drama",91 min 
4379,Love Freely But Pay for Sex,Phoenix James,"Phoenix James, Jeana Adu, Virginie Alix",6.7,"Action, Comedy, Drama",60 min 
4380,Degenerates,Carlos Suarez,"Alyssa Belen, Blake Pichon, Dustin Reeves",5.8,"Action, Thriller",105 min 
4381,Madras Cafe,Shoojit Sircar,"Nargis Fakhri, John Abraham, Rashi Khanna",7.8,"Action, Drama, History",130 min 
4382,Moot yat paai dui,Ho Hong,"Goon Chung Wong, Kay Tse, Teddy Robin Kwan",6.3,"Action, Crime, Drama",90 min 
4383,Policegiri,K.S. Ravikumar,"Sanjay Dutt, Prachi Desai, Prakash Raj",4.1,"Action, Comedy, Drama",141 min 
4384,Udhayam NH4,M.S. Manimaran,"Siddharth, Kay Kay Menon, Ashrita Shetty",5.6,"Action, Thriller",155 min 
4385,The Saratov Approach,Garrett Batty,"Corbin Allred, Maclain Nelson, Nikita Bogolyubov",5.5,"Action, Drama",107 min 
4386,Slug Street Scrappers: Beat Em Up,Micah Brock,"Micah Brock, Katelyn Brooke, Narayana Cabral",8.0,"Action, Comedy, Drama",79 min 
4387,The Rooftop,Jay Chou,"Jay Chou, Eric Tsang, Xueqi Wang",6.0,"Action, Comedy, Drama",120 min 
4388,Sahasam,Chandra Sekhar Yeleti,"Tottempudi Gopichand, Tapsee Pannu, Shakti Kapoor",6.5,"Action, Adventure",150 min 
4389,Sahasam,Chandra Sekhar Yeleti,"Tottempudi Gopichand, Tapsee Pannu, Shakti Kapoor",6.5,"Action, Adventure",150 min 
4390,Subspiral,Alton Claude,"Marvin Baldwin Jr., Amelia B., Kristy Butler",7.2,"Action, Drama",88 min 
4391,Billy the Kid,Christopher Forbes,"Dan Beck, Christopher Bowman, Graye Bumgardner",2.6,"Action, Western",80 min 
4392,Out of Inferno,Oxide Pang Chun,"Ching Wan Lau, Louis Koo, Angelica Lee",5.8,Action,107 min 
4393,The White Storm,Benny Chan,"Ching Wan Lau, Louis Koo, Nick Cheung",6.7,"Action, Crime, Drama",140 min 
4394,Mistaken,Anthony Roberts,"Anthony Roberts, Jamie Nash, Daniel Poli",7.6,"Action, Drama, Thriller",75 min 
4395,Break Loose,Aleksey Uchitel,"Artyom Bystrov, Vilma Kutaviciute, Aleksey Mantsygin",5.2,"Action, Crime, Drama",85 min 
4396,Tattah,Sameh Abdelaziz,"Ragaa Al-Giddawy, Bousy, Nabil Eissa",6.3,"Action, Comedy, Drama",115 min 
4397,Tattah,Sameh Abdelaziz,"Ragaa Al-Giddawy, Bousy, Nabil Eissa",6.3,"Action, Comedy, Drama",115 min 
4398,Cold Eyes,Ui-seok Jo,"Hyo-ju Han, Kyung Jin, Woo-sung Jung",7.2,"Action, Crime",119 min 
4399,Hwayi: A Monster Boy,Joon-Hwan Jang,"Yun-seok Kim, Jin-woong Jo, Hyeong-seong Jang",7.1,"Action, Thriller",126 min 
4400,The Terror Live,Byeong-woo Kim,"Duek-mun Choi, Jin-ho Choi, Jung-woo Ha",7.2,"Action, Crime, Thriller",97 min 
4401,Slide,Anton Rozenberg,"Vladislav Abashin, Aleksey Ignatev, Vladimir Lukyanchikov",6.0,"Action, Crime, Drama",117 min 
4402,Young Detective Dee: Rise of the Sea Dragon,Hark Tsui,"Carina Lau, Chien Sheng, Mark Chao",6.5,"Action, Adventure, Drama",134 min 
4403,Last Son of Krypton,Shaheer Naqvi,"Mason Jendel, Christian Reyes, Ambar Soto Rivera",3.5,"Action, Drama, Sci-Fi",52 min 
4404,Joker,Talgad Zhanibekov,"Denis Lituyev, Erbulat Toguzakov, Aisulu Azimbayeva",4.9,"Action, Thriller",94 min 
4405,Unbeatable,Dante Lam,"Nick Cheung, Eddie Peng, Singh Hartihan Bitto",7.3,"Action, Drama",122 min 
4406,Shaolin Warrior,Dou Xiao,"Ye Jianwei, Chen Ke, Liu Ruicheng",3.8,Action,92 min 
4407,009-1: The End of the Beginning,Koichi Sakamoto,"Mayuko Iwasa, Minehiro Kinomoto, Nao Nagasawa",4.6,"Action, Crime, Drama",82 min 
4408,Mystic Blade,David Ismalone,"Jawed El Berni, Don Ferguson, David Ismalone",2.7,"Action, Drama, Fantasy",80 min 
4409,The Spy: Undercover Operation,Lee Seung-Joon-I,"Kyung-gu Sol, So-ri Moon, Daniel Henney",6.3,"Action, Adventure, Comedy",121 min 
4410,The Clerics,Rako Prijanto,"Ikranagara, Christine Hakim, Agus Kuncoro",7.8,"Action, Drama",136 min 
4411,Empire of the Apes,Mark Polonia,"James Carolus, Elizabeth V. Costanzo, Marie DeLorenzo",2.7,"Action, Adventure, Sci-Fi",79 min 
4412,Bikers Kental,Mohd Helmi Yusof,"Amerul Affendi, Zul Ariffin, Sharul Mohd Safuan Arith",6.6,"Action, Comedy, Romance",97 min 
4413,Bikers Kental,Mohd Helmi Yusof,"Amerul Affendi, Zul Ariffin, Sharul Mohd Safuan Arith",6.6,"Action, Comedy, Romance",97 min 
4414,Kil,Nik Amir Mustapha,"Redza Minhat, Cristina Suzanne Stockstill, Harun Salim Bachik",7.8,"Action, Drama, Mystery",90 min 
4415,The 4 Soldiers,Robert Morin,"Camille Mongeau, Christian de la Cortina, Antoine Bertrand",5.6,"Action, Drama, Sci-Fi",83 min 
4416,Nisshartho Bhalobasha: What is Love!,Ananta Jalil,"Ananta Jalil, Afiea Nusrat Barsha, Misa Sawdagar",8.0,"Action, Comedy, Drama",151 min 
4417,Ice Soldiers,Sturla Gunnarsson,"Dominic Purcell, Adam Beach, Gabriel Hogan",4.2,"Action, Sci-Fi",95 min 
4418,The Last Hit,Michael Glier,"Louis Pappas, Maya Juchtman, Jim Thalman",5.8,"Action, Drama",90 min 
4419,The Last Hit,Michael Glier,"Louis Pappas, Maya Juchtman, Jim Thalman",5.8,"Action, Drama",90 min 
4420,Ainthu Ainthu Ainthu,Sasi,"Bharath Srinivasan, Mirthika, Erica Fernandes",5.5,Action,147 min 
4421,The Snow Queen,Rene Perez,"Nadia Lanfranconi, Iren Levy, Aurelia Scheppers",2.7,"Action, Adventure, Fantasy",90 min 
4422,Commitment,Hong-soo Park,"Seung Hyun Choi, Ye-ri Han, Ho-bin Jeong",6.8,"Action, Drama",113 min 
4423,Adnan sempit 3,Ismail Bob Hasim,,6.1,"Action, Comedy",83 min 
4424,Tough as Iron,Kwon-tae Ahn,"Ah In Yoo, Seong-oh Kim, Yu-mi Jeong",6.3,"Action, Drama, Family",108 min 
4425,Sensei Redenshon,German Gruber Jr.,"Amos Balentin, Milushka Birge, Benazir Charles",7.6,"Action, Drama",110 min 
4426,Kingdom of Conquerors,Ping Wang,"Le Geng, Xiaoran Li, Hideo Nakaizumi",5.8,"Action, Drama, History",108 min 
4427,Attila,Emmanuel Itier,"Cheick Kongo, Chris Conrad, Mikayla S. Campbell",2.0,"Action, Horror, Thriller",85 min 
4428,Infinite Santa 8000,Michael Neel,"Duane Bruce, Tara Henry, Michael Neel",5.2,"Animation, Action, Horror",95 min 
4429,Kung Fu Divas,Onat Diaz,"Ai-Ai de las Alas, Marian Rivera, Roderick Paulate",5.9,"Action, Comedy",115 min 
4430,Pandiya Naadu,Susindran,"Vishal, Bharathi Rajaa, Lakshmi Menon",7.2,Action,144 min 
4431,The Wrath of Vajra,Wing-cheong Law,"Xing Yu, Sung-jun Yoo, Heon Jun Nam",5.6,"Action, Fantasy",111 min 
4432,Chingu 2,Kyung-Taek Kwak,"Oh-seong Yu, Jin-mo Ju, Woo-bin Kim",6.4,"Action, Drama",124 min 
4433,Valhalla,Ben Sturgulewski,"Billynaire Cruz, Kasey Ryne Mazak",7.2,"Action, Adventure",64 min 
4434,Bayonetta: Bloody Fate,Fuminori Kizaki,"Atsuko Tanaka, Mie Sonozaki, Miyuki Sawashiro",5.8,"Animation, Action",90 min 
4435,Zombie TV,Maelie Makuno,"Maki Mizui, Takashi Nishina, Tomoya Maeno",4.3,"Action, Comedy, Horror",77 min 
4436,Firestorm,Alan Yuen,"Chen Yao, Ka Tung Lam, Andy Lau",6.2,"Action, Crime, Thriller",118 min 
4437,Lawless Kingdom,Gordon Chan,"Chao Deng, Yifei Liu, Anthony Chau-Sang Wong",5.9,"Action, Adventure",118 min 
4438,Hotel Inferno,Giulio De Santi,"Rayner Bourton, Jessica Carroll, Michael Howe",4.5,"Action, Horror",80 min 
4439,The Suspect,Shin-yeon Won,,6.9,"Action, Thriller",137 min 
4440,Mahabharat,Amaan Khan,"Amitabh Bachchan, Ajay Devgn, Vidya Balan",5.3,"Animation, Action",105 min 
4441,High Kickers,Xie Yi,"Daniel Hiu Tung Chan, Mark Cheng, Shengyi Huang",4.0,"Action, Sport",93 min 
4442,Song 'e Napule,Antonio Manetti,"Alessandro Roja, Giampaolo Morelli, Serena Rossi",6.9,"Action, Comedy, Crime",114 min 
4443,Sorry I Love You,Larry Yang,"Vivian Dawson, Yu Lin, Swan Wen",6.0,"Action, Drama, Romance",107 min 
4444,The Constable,Dennis Law,"Simon Yam, Suet Lam, Sam Lee",4.5,"Action, Drama",96 min 
4445,7 Assassins,Eric Tsang,,5.3,"Action, Adventure",103 min 
4446,Warrior Assassin,Dou Xiao,,3.4,Action,94 min 
4447,Warrior Assassin,Dou Xiao,,3.4,Action,94 min 
4448,Heatstroke,Evelyn Purcell,"Stephen Dorff, Warrick Grier, Calvin Hayward",4.7,"Action, Drama, Thriller",92 min 
4449,The Five,Yeon-Sik Jung,,6.5,"Action, Drama, Mystery",123 min 
4450,D'Curse,Alex Maisonette,"Michael Wright, Alex Maisonette, Felipe Luciano",4.3,Action,95 min 
4451,Foodfight!,Lawrence Kasanoff,"Hilary Duff, Haylie Duff, Charlie Sheen",1.8,"Animation, Action, Comedy",91 min 
4452,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Willem Dafoe",6.6,"Action, Adventure, Fantasy",132 min 
4453,Red Tails,Anthony Hemingway,"Cuba Gooding Jr., Gerald McRaney, David Oyelowo",5.9,"Action, Adventure, Drama",125 min 
4454,Jack Reacher,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins",7.0,"Action, Crime, Mystery",130 min 
4455,Gallowwalkers,Andrew Goth,"Wesley Snipes, Kevin Howarth, Riley Smith",3.6,"Action, Fantasy, Horror",90 min 
4456,The Sweeney,Nick Love,"Ray Winstone, Ben Drew, Hayley Atwell",6.1,"Action, Crime, Drama",112 min 
4457,The Amazing Spider-Man,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans",7.1,"Action, Adventure, Fantasy",136 min 
4458,The Courier,Hany Abu-Assad,"Jeffrey Dean Morgan, Josie Ho, Til Schweiger",4.5,"Action, Crime, Thriller",99 min 
4459,The Amazing Adventures of the Living Corpse,Justin Paul Ritter,"Maria Olsen, Marshal Hilton, Conroe Brooks",3.8,"Animation, Action, Fantasy",88 min 
4460,The Girl from the Naked Eye,David Ren,"Jason Yee, Samantha Streets, Ron Yuan",4.9,"Action, Crime, Mystery",84 min 
4461,Money Fight,Adam Boster,"Ving Rhames, Maria Conchita Alonso, George Takei",4.4,"Action, Drama",119 min 
4462,The Bourne Legacy,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton",6.7,"Action, Adventure, Mystery",135 min 
4463,21 Jump Street,Phil Lord,"Jonah Hill, Channing Tatum, Ice Cube",7.2,"Action, Comedy, Crime",109 min 
4464,Red Dawn,Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson",5.4,"Action, Thriller, War",93 min 
4465,The Man with the Iron Fists,RZA,"Russell Crowe, Cung Le, Lucy Liu",5.4,Action,95 min 
4466,USS Seaviper,Ralph A. Villani,"Tim Large, Jeremy King, Robb Maus",2.5,"Action, Drama, War",102 min 
4467,Looper,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt",7.5,"Action, Crime, Sci-Fi",119 min 
4468,The Legends of Nethiah,Russ Emanuel,"Jeremiah Sayys, Robert Picardo, Jared Young",3.7,"Action, Adventure, Drama",93 min 
4469,The Watch,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill",5.7,"Action, Comedy, Sci-Fi",102 min 
4470,Bullet to the Head,Walter Hill,"Sylvester Stallone, Jason Momoa, Christian Slater",5.7,"Action, Crime, Thriller",92 min 
