"genre","year","actors","movie_name","directors","id","duration","cluster_id"
"Comedy",2015.0,"Dave Franco,Vince Vaughn,James Marsden,June Diane Raphael,Sienna Miller,Nick Frost,Tom Wilkinson","Unfinished Business","Ken Scott",636,"91 minutes",141
"Comedy, Drama, Horror",2015.0,"Joshua Burge,Joel Potrykus,Teri Ann Nelson,Alan Longstreet,Rico Bruce Wade,Katie Call","Buzzard","Joel Potrykus",637,"97 minutes",142
"Action, Comedy, Science Fiction, Thriller",2015.0,"Sharlto Copley,Dev Patel,Brandon Auret,Eugene Khumbanyiwa,Anri du Toit,Watkin Tudor Jones,Sigourney Weaver,Hugh Jackman","Chappie","Neill Blomkamp",638,"120 minutes",638
"Comedy, Drama",2015.0,"Douglas Smith,Zoë Kravitz,Ariadna Gil,Don McKellar,Kim Ly,Gonzalo Vega","Treading Water","Analeine Cal y Mayor",639,"92 minutes",143
"Drama, Romance",2015.0,"Charlotte Gainsbourg,Benoit Poelvoorde,Chiara Mastroianni,Catherine Deneuve","3 Hearts","Benoît Jacquot",640,"106 minutes",640
"Comedy, Documentary, History",2015.0,"James Randi,Adam Savage,Bill Nye,Uri Geller,Penn Jillette,Alice Cooper","An Honest Liar","Tyler Measom,Justin Weinstein",641,"90 minutes",641
"Comedy, Romance",2015.0,"Jake Gyllenhaal,Jessica Biel,James Marsden,Catherine Keener,Paul Reubens,Kirstie Alley,James Brolin,Tracy Morgan","Accidental Love","David O. Russell,Stephen Greene",642,"100 minutes",642
"Action, Comedy, Horror",2015.0,"Rachel Melvin,Cortney Palm,Lexi Atkins,Hutch Dano,Peter Gilroy,Rex Linn","Zombeavers","Jordan Rubin",643,"85 minutes",643
"Drama",2015.0,"Fabrizio Rongione,Christelle Prot,Ludovico Succio,Arianna Nastro,Hervé Compagne,Sabine Ponte","La Sapienza","Eugène Green",644,"100 minutes",644
"Action, Crime, Drama, Thriller",2015.0,"Sean Penn,Javier Bardem,Ray Winstone,Jasmine Trinca,Peter Franzén","The Gunman","Pierre Morel",645,"115 minutes",6
"Horror, Romance, Science Fiction",2015.0,"Lou Taylor Pucci,Nadia Hilker,Nick Nevern,Augie Duke,Jeremy Gardner,Vinny Curran","Spring","Aaron Moorhead,Justin Benson",646,"109 minutes",646
"Horror, Thriller",2015.0,"Julia Stiles,Scott Speedman,Stephen Rea,Alejandro Furth,Pixie Davies,Guillermo Morales Vitola","Out of the Dark","Lluís Quílez",647,"92 minutes",647
"Documentary",2015.0,"","My Life Directed by Nicolas Winding Refn","Liv Corfixen",648,"58 minutes",648
"Drama",2015.0,"Amy Morton,John Slattery,Adam Driver,Margo Martindale,Louisa Krause,Emily Meade","Bluebird","Lance Edmands",649,"90 minutes",649
"Action, Thriller",2015.0,"Salma Hayek,Jennifer Blanc,Hiroyuki Watanabe,Togo Igawa,Caroline Chikezie,Gabriella Wright,Akie Kotabe","Everly","Joe Lynch",650,"92 minutes",144
"Comedy, Drama",2015.0,"Jennifer Garner,Al Pacino,Josh Peck,Annette Bening,Bobby Cannavale,Christopher Plummer,Melissa Benoist","Danny Collins","Dan Fogelman",651,"106 minutes",145
"Action, Drama, Thriller, War",2015.0,"Jack O'Connell,Paul Anderson,Sean Harris,Sam Reid,Sam Hazeldine,Charlie Murphy,David Wilmot,Killian Scott","'71","Yann Demange",652,"99 minutes",93
"Thriller",2015.0,"Olivia Wilde,Mark Duplass,Donald Glover,Evan Peters,Sarah Bolger,Bruno Gunn","The Lazarus Effect","David Gelb",653,"83 minutes",146
"Drama, Western",2015.0,"Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,Eric Cantona,Mikael Persbrandt,Douglas Henshall,Michael Raymond-James,Jonathan Pryce","The Salvation","Kristian Levring",654,"92 minutes",654
"Documentary",2015.0,"","The Hunting Ground","Kirby Dick",655,"90 minutes",655
"Documentary",2015.0,"","A Year in Champagne","David Kennard",656,"82 minutes",656
"Crime, Drama",2015.0,"Forest Whitaker,Harvey Keitel,Brenda Blethyn,Luis Guzmán,Dolores Heredia,Ellen Burstyn","Two Men in Town","Rachid Bouchareb",657,"120 minutes",657
"Drama",2015.0,"Julianne Moore,Mia Wasikowska,Evan Bird,John Cusack,Robert Pattinson,Sarah Gadon,Olivia Williams","Maps to the Stars","David Cronenberg",658,"111 minutes",147
"Drama, Thriller",2015.0,"Nathan Phillips,Angourie Rice,Daniel Henshall,Jessica De Gouw,David Field,Sarah Snook,Kathryn Beck,Lynette Curran","These Final Hours","Zak Hilditch",659,"87 minutes",659
"Documentary",2015.0,"","Merchants of Doubt","Robert Kenner",660,"96 minutes",660
"Drama, Thriller",2015.0,"Mary Elizabeth Winstead,Jon Gries,Lance Reddick,Leland Orser","Faults","Riley Stearns",661,"89 minutes",661
"Documentary",2015.0,"Dick Miller,Lainie Miller,Allan Arkush,Belinda Balaski,Roger Corman,Joe Dante,Fred Dekker,Corey Feldman,Robert Forster,Leonard Maltin","That Guy Dick Miller","Elijah Drenner",662,"91 minutes",662
"Action, Crime, Drama, Thriller",2015.0,"Anthony Hopkins,Jim Sturgess,Sam Worthington,Ryan Kwanten,Mark van Eeuwen,Thomas Cocquerel","Kidnapping Mr. Heineken","Daniel Alfredson",663,"",11
"Action, Adventure, Romance, Science Fiction",2015.0,"Josh Hartnett,Tamsin Egerton,Simone Kessell,Bipasha Basu,Abhay Deol,Tehmina Sunny,Alice Englert","The Lovers","Roland Joffé",664,"109 minutes",664
"Documentary",2015.0,"Mike Tyson,Evander Holyfield,Bernard Hopkins","Champs","Bert Marcus",665,"86 minutes",665
"Documentary",2015.0,"Lou Adler,Herb Alpert,Hal Blaine,Sonny Bono,James Burton,Glen Campbell,Al Casey,Dick Clark,Sam Cooke,Sammy Davis Jr.,The Beach Boys","The Wrecking Crew","Denny Tedesco",666,"101 minutes",148
"Comedy, Drama",2015.0,"Patrick Wilson,Katherine Heigl,Jordana Brewster,Kevin McKidd,Bryce Johnson,James Belushi","Home Sweet Hell","Anthony Burns",667,"98 minutes",667
"Documentary",2015.0,"Seymour Bernstein","Seymour: An Introduction","Ethan Hawke",668,"84 minutes",668
"Drama",2015.0,"Ethan Hawke,Ed Harris,Milla Jovovich,John Leguizamo,John Leguizamo,Dakota Johnson,Anton Yelchin,Bill Pullman,Delroy Lindo","Cymbeline","Michael Almereyda",669,"98 minutes",669
"Comedy, Drama, Fantasy",2015.0,"Adam Sandler,Dan Stevens,Steve Buscemi,Dustin Hoffman,Ellen Barkin,Dascha Polanco,Elena Kampouris,Melonie Diaz,Method Man,Yul Vazquez","The Cobbler","Thomas McCarthy",670,"99 minutes",670
"Documentary",2015.0,"","Going Clear: Scientology and the Prison of Belief","Alex Gibney",671,"119 minutes",671
"Action, Crime, Drama, Mystery, Thriller",2015.0,"Liam Neeson,Joel Kinnaman,Ed Harris,Génesis Rodríguez,Vincent D'Onofrio,Common,Boyd Holbrook,Holt McCallany","Run All Night","Jaume Collet-Serra",672,"114 minutes",3
"Horror",2015.0,"Maika Monroe,Keir Gilchrist,Olivia Luccardi,Lili Sepe,Bailey Spry,Daniel Zovatto,Jake Weary","It Follows","David Robert Mitchell",673,"100 minutes",673
"Comedy, Romance",2015.0,"Christian Friedel,Birte Schnoeink,Stephan Grossmann,Katharina Schüttler,Hana Sofia Lopes","Amour fou","Jessica Hausner",674,"96 minutes",674
"Comedy, Drama",2015.0,"Rinko Kikuchi,Nobuyuki Katsube,Shirley Venard,David Zellner,David Zellner","Kumiko, the Treasure Hunter","David Zellner",675,"105 minutes",675
"Action, Adventure, Romance, Science Fiction",2015.0,"Shailene Woodley,Theo James,Ansel Elgort,Miles Teller,Naomi Watts,Maggie Q,Kate Winslet,Jai Courtney,Zoë Kravitz,Ray Stevenson,Octavia Spencer","Insurgent","Robert Schwentke",676,"119 minutes",676
"Drama, Horror, Thriller",2015.0,"Missy Peregrym,Eric Balfour,Nicholas Campbell,Jeff Roop,Melanie Mullen,Ashley Nay","Backcountry","Adam MacDonald",677,"92 minutes",677
"Adventure, Drama, Family, Science Fiction",2015.0,"Cate Blanchett,Holliday Grainger,Sophie McShera,Stellan Skarsgård,Lily James,Helena Bonham-Carter,Richard Madden,Hayley Atwell,Nonso Anozie,Derek Jacobi,Ben Chaplin","Cinderella","Kenneth Branagh",678,"112 minutes",678
"Drama",2015.0,"Mira Sorvino,Sean Astin,Alexa PenaVega,Cybill Shepherd","Do You Believe?","",679,"115 minutes",679
"Comedy, Drama",2015.0,"Michel Houellebecq,Mathieu Nicourt,Maxime Lefrancois,Françoise Lebrun,Luc Schwarz","The Kidnapping of Michel Houellebecq","Guillaume Nicloux",680,"96 minutes",680
"Horror, Thriller",2015.0,"Shelby Young,Chloe Bridges,Carter Jenkins,Mitch Hewer,Taylor Ashley Murphy,Kyle Fain","Nightlight","Scott Beck",681,"",681
"Crime, Documentary, Family",2015.0,"","Dreamcatcher","Kim Longinotto",682,"98 minutes",682
"Drama, Romance",2015.0,"Adam Mediano,Drake Burnette,Jeremy St. James,Mary Farley,Mercedes Maxwell,Indigo Rael,Tina Rodriguez","Marfa Girl","Larry Clark",683,"105 minutes",683
"Drama, Thriller",2015.0,"Milhem Cortaz,Fabiula Nascimento,Leandra Leal,Antonio Saboia","A Wolf at the Door","Fernando Coimbra",684,"100 minutes",684
"Crime, Mystery, Thriller",2015.0,"Ayako Fujitani,Pepe Serna,Kazuki Kitamura,Hiroshi Watanabe,Tetsuo Kuramochi,Elisha Skorman,Masami Kosaka,Rome Kanda","Man from Reno","Dave Boyle",685,"111 minutes",685
"Drama, Thriller",2015.0,"Natalie Dormer,Sam Claflin,Jessica Brown Findlay,Max Irons,Douglas Booth,Holliday Grainger,Sam Reid,Tom Hollander,Olly Alexander,Ben Schnetzer","The Riot Club","Lone Scherfig",686,"107 minutes",686
"Documentary",2015.0,"Sebastião Salgado,Juliano Ribeiro Salgado,Wim Wenders,Hugo Barbier","The Salt of the Earth","Juliano Ribeiro Salgado,Wim Wenders",687,"110 minutes",687
"Drama",2015.0,"Gérard Depardieu,Jacqueline Bisset,Drena De Niro,Amy Ferguson,Paul Calderon,Paul Hipp,Ronald Guttman","Welcome to New York","Abel Ferrara",688,"125 minutes",688
"Comedy, Drama",2015.0,"Ben Stiller,Adam Driver,Amanda Seyfried,Naomi Watts,Brady Corbet","While We're Young","Noah Baumbach",689,"97 minutes",689
"Animation, Comedy, Family, Fantasy, Science Fiction",2015.0,"Jim Parsons,Rihanna,Jennifer Lopez,Matt Jones,Steve Martin","Home","Tim Johnson",690,"94 minutes",149
"Drama",2015.0,"Zsófia Psotta,Sándor Zsótér,Lili Horváth,Szabolcs Thuróczy","White God","Kornél Mundruczó",691,"121 minutes",691
"Comedy",2015.0,"Will Ferrell,Kevin Hart,Alison Brie,Craig T. Nelson,Edwina Findley,T.I.","Get Hard","Etan Cohen",692,"100 minutes",692
"Drama",2015.0,"Liam Aiken,Aubrey Plaza,Parker Posey,Martin Donovan,James Urbaniak,Thomas Jay Ryan","Ned Rifle","Hal Hartley",693,"85 minutes",693
"Drama, History",2015.0,"Helen Mirren,Ryan Reynolds,Tatiana Maslany,Katie Holmes,Max Irons,Charles Dance,Daniel Brühl,Elizabeth McGovern","Woman in Gold","Simon Curtis",694,"109 minutes",694
"Documentary",2015.0,"","The Hand That Feeds","Rachel Lears,Robin Blotnick",695,"85 minutes",695
"Drama",2014.0,"Jennifer Lawrence,Bradley Cooper,Rhys Ifans,Toby Jones,Blake Ritson,Sean Harris","Serena","Susanne Bier",696,"109 minutes",696
"Animation",2015.0,"","Cheatin'","Bill Plympton",697,"76 minutes",697
"Comedy, Romance",2015.0,"Anton Yelchin,Olivia Thirlby,Bérénice Marlohe,Lambert Wilson,Frank Langella,Glenn Close,Eric Stoltz,Jocelyn DeBoer,Joe D'Onofrio","5 to 7","Victor Levin",698,"95 minutes",698
"Thriller",2015.0,"Teresa Palmer,Liam Hemsworth,John Malkovich,Bruce Dern,Billy Bob Thornton,Michael Stuhlbarg","Cut Bank","Matt Shakman",699,"93 minutes",151
"Drama, Western",2015.0,"Viggo Mortensen,Ghita Nørby,Viilbjork Mallin Agger,Adrián Fondari,Esteban Bigliardi,Diego Román Harillo","Jauja","Lisandro Alonso",700,"109 minutes",700
"Drama",2015.0,"Emma Thompson,Dakota Fanning,Tom Sturridge,Robbie Coltrane,Julie Walters,Derek Jacobi,Claudia Cardinale,David Suchet,James Fox","Effie Gray","Richard Laxton",701,"108 minutes",701
"Documentary",2015.0,"","Lambert & Stamp","James D. Cooper",702,"117 minutes",702
"Thriller",2015.0,"Jesse Spencer,Columbus Short,Wilmer Valderrama,Alicja Bachleda-Curuś,Miriam Colon,Paz de la Huerta","The Girl is in Trouble","Julius Onah",703,"90 minutes",703
"Action, Crime, Thriller",2015.0,"Vin Diesel,Dwayne Johnson,Jason Statham,Paul Walker,Lucas Black,Michelle Rodriguez,Elsa Pataky,Jordana Brewster,Djimon Hounsou,Tyrese Gibson,Nathalie Emmanuel,Tony Jaa,Shad Moss,Ludacris","Furious 7","James Wan",704,"137 minutes",704
"Action, Adventure",2015.0,"Clive Owen,Morgan Freeman,Aksel Hennie","Last Knights","Kazuaki Kiriya",705,"115 minutes",5
"Drama",2015.0,"Golshifteh Farahani,Shahab Hosseini,Taraneh Alidoosti","About Elly","Asghar Farhadi",706,"119 minutes",706
"Drama, Science Fiction, Thriller",2015.0,"Domhnall Gleeson,Oscar Isaac,Alicia Vikander","Ex Machina","Alex Garland",707,"108 minutes",707
"Documentary",2015.0,"","Dior and I","Frederic Tcheng",708,"90 minutes",708
"Drama",2015.0,"Nazanin Boniadi,Freida Pinto,Marama Corlett,Tom Cullen,Reece Ritchie","Desert Dancer","Richard Raymond",709,"98 minutes",709
"Drama, Thriller",2015.0,"Samantha Morton,Michael Shannon,Natasha Calis,Charlie Tahan,Peter Fonda,Leslie Lyles,Meadow Williams","The Harvest","John McNaughton",710,"104 minutes",710
"Fantasy, Thriller",2015.0,"Christina Hendricks,Iain De Caestecker,Saoirse Ronan,Eva Mendes,Matt Smith,Ben Mendelsohn,Barbara Steele","Lost River","Ryan Gosling",711,"95 minutes",711
"Crime, Drama",2015.0,"Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobuľová,Giuseppe Fumo,Pasquale Romeo","Black Souls","Francesco Munzi",712,"103 minutes",712
"Thriller",2015.0,"Simon Pegg,Teresa Palmer,Luke Hemsworth,Sullivan Stapleton,Alice Braga,Callan Mulvey","Kill Me Three Times","Kriv Stenders",713,"90 minutes",80
"Drama",2015.0,"Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Brady Corbet,Johnny Flynn","Clouds of Sils Maria","Olivier Assayas",714,"124 minutes",714
"Drama, Romance",2015.0,"Scott Eastwood,Britt Robertson,Lolita Davidovich,Melissa Benoist,Jack Huston,Oona Chaplin,Alan Alda,Amy Parrish","The Longest Ride","George Tillman Jr",715,"139 minutes",715
"Drama",2015.0,"Chen Chao-jung,Kang-sheng Lee,Lu Yi-Ching,Tien Miao","Rebels of the Neon God","Tsai Ming-liang",716,"106 minutes",716
"Drama, Mystery, Thriller",2015.0,"James Franco,Jonah Hill,Felicity Jones,Gretchen Mol,Robert John Burke,Maria Dizzia","True Story","Rupert Goold",717,"100 minutes",717
"Documentary",2015.0,"Sean Penn","The Human Experiment","Dana Nachman",718,"91 minutes",718
"Comedy, Drama",2015.0,"Jeremy Sumpter,Jason Dohring,Katherine LaNasa,Michael Nouri,Christopher McDonald","The Squeeze","Terry Jastrow",719,"95 minutes",153
"Adventure, Thriller",2015.0,"Tippi Hedren,Melanie Griffith,Jerry Marshall,Kyalo Mativo,Rick Glassey,Steve Miller,Noel Marshall","Roar","Noel Marshall",720,"102 minutes",720
"Action",2015.0,"James Rolleston,Lawrence Makoare,Te Kohe Tuhaka,Xavier Horan","The Dead Lands","Toa Fraser",721,"107 minutes",107
"Drama, Family, Romance",2015.0,"Martin Dubreuil,Hadas Yaron,Luzer Twersky,Anne-Élisabeth Bossé,Benoît Girard","Felix and Meira","Maxime Giroux",722,"105 minutes",722
"Documentary",2015.0,"Tina Fey","Monkey Kingdom","Mark Linfield,Alastair Fothergill",723,"81 minutes",723
"Horror, Thriller",2015.0,"Heather Sossaman,Matthew Bohrer,Courtney Halverson,Shelley Hennig,Renee Olstead,Cal Barnes,William Peltz,Mickey River,Moses Jacob Storm,Jacob Wysocki","Unfriended","Leo Gabriadze",724,"82 minutes",724
"Drama, War",2013.0,"Giorgi Nakashidze,Misha Meskhi,Elmo Nüganen,Lembit Ulfsak","Tangerines","Zaza Urushadze",725,"87 minutes",725
"Drama",2015.0,"Mary Elizabeth Winstead,Chris Messina,Don Johnson,Derek Luke","Alex of Venice","Chris Messina",726,"86 minutes",726
"Drama, Thriller",2015.0,"Tom Hardy,Noomi Rapace,Gary Oldman,Joel Kinnaman,Paddy Considine,Jason Clarke,Vincent Cassel,Fares Fares","Child 44","Daniel Espinosa",727,"137 minutes",727
"Drama",2015.0,"Haley Joel Osment,Minka Kelly,Noah Wyle,Jeremy Irvine,Adelaide Clemens,Steve Earle","The World Made Straight","David Burris",728,"119 minutes",728
"Drama",2014.0,"Haluk Bilginer,Melisa Sözen,Demet Akbağ,Ayberk Pekcan,Serhat Mustafa Kiliç,Tamer Levent,Nadir Sarıbacak","Winter Sleep","Nuri Bilge Ceylan",729,"196 minutes",729
"Documentary",2014.0,"","Tales of the Grim Sleeper","Nick Broomfield",730,"110 minutes",730
"Animation, Family, Fantasy",2014.0,"Brendan Gleeson,Fionnula Flanagan,David Rawle,Pat Shortt,Jon Kenny,Lisa Hannigan","Song of the Sea","Tomm Moore",731,"93 minutes",731
"Drama",2014.0,"Marion Cotillard,Fabrizio Rongione,Olivier Gourmet,Catherine Salée,Christelle Cornil,Batiste Sornin,Pili Groyne,Simon Caudry,Alain Eloy","Two Days, One Night","Jean-Pierre Dardenne,Luc Dardenne",732,"95 minutes",732
"Comedy, Drama, Music",2014.0,"Quvenzhané Wallis,Jamie Foxx,Rose Byrne,Cameron Diaz,Adewale Akinnuoye-Agbaje","Annie","Will Gluck",733,"118 minutes",154
"Drama",2014.0,"Timothy Spall,Paul Jesson,Dorothy Atkinson,Marion Bailey,Karl Johnson,Ruth Sheen,Lesley Manville","Mr. Turner","Mike Leigh",734,"149 minutes",734
"Drama, History",2014.0,"David Oyelowo,Tom Wilkinson,Carmen Ejogo,Andre Holland,Omar J. Dorsey,Alessandro Nivola,Giovanni Ribisi,Colman Domingo,Oprah Winfrey,Common,Keith Stanfield","Selma","Ava DuVernay",735,"127 minutes",735
"Drama",2014.0,"Amy Adams,Christoph Waltz,Krysten Ritter,Danny Huston,Jason Schwartzman,Terence Stamp","Big Eyes","Tim Burton",736,"105 minutes",736
"Drama, War",2014.0,"Jack O'Connell,Takamasa Ishihara,Garrett Hedlund,Jai Courtney,Domhnall Gleeson,Finn Wittrock,John Magaro,Alex Russell,Luke Treadaway","Unbroken","Angelina Jolie",737,"137 minutes",737
"Comedy, Family, Fantasy",2014.0,"Anna Kendrick,James Corden,Chris Pine,Johnny Depp,Emily Blunt,Meryl Streep,Lucy Punch,Christine Baranski,Tracey Ullman,Simon Russell Beale","Into the Woods","Rob Marshall",738,"125 minutes",155
"Drama",2014.0,"Vladimir Vdovichenkov,Elena Lyadova,Aleksey Serebryakov,Anna Ukolova,Roman Madyanov","Leviathan","Andrey Zvyagintsev",739,"140 minutes",739
"Action, War",2014.0,"Sienna Miller,Bradley Cooper,Jake McDorman,Luke Grimes,Kyle Gallner,Keir O'Donnell","American Sniper","Clint Eastwood",740,"132 minutes",740
"Crime, Drama, Thriller",2014.0,"Mark Wahlberg,Brie Larson,John Goodman,Jessica Lange,Michael K. Williams","The Gambler","Rupert Wyatt",741,"111 minutes",741
"Action, Crime, Thriller",2015.0,"Liam Neeson,Famke Janssen,Maggie Grace,Forest Whitaker,Dougray Scott","Taken 3","Oliver Megaton",742,"109 minutes",84
"Drama",2015.0,"Mohammed Afzal,Gulzar Ahmed Bhat,Neelofar Hamid","Valley of Saints","Musa Syeed",743,"82 minutes",743
"Comedy",2014.0,"James Franco,Seth Rogen,Lizzy Caplan,Randall Park,Timothy Simons","The Interview","Evan Goldberg,Seth Rogen",744,"112 minutes",744
"Action, Crime, Drama, Thriller",2014.0,"Oscar Isaac,Jessica Chastain,Albert Brooks,Elyes Gabel,David Oyelowo,Alessandro Nivola,Catalina Sandino Moreno","A Most Violent Year","J.C. Chandor",745,"125 minutes",99
"Comedy, Drama",2015.0,"Matthew Lillard,Carla Gugino,Patrick Stewart,Maduka Steady","Match","Stephen Belber",746,"90 minutes",746
"Action, Crime, Thriller",2015.0,"Chris Hemsworth,Viola Davis,Tang Wei,Leehom Wang,Manny Montana,William Mapother","Blackhat","Michael Mann",747,"135 minutes",7
"Drama",2015.0,"Fabrizio Bentivoglio,Valeria Golino,Luigi Lo Cascio,Valeria Bruni-Tedeschi,Fabrizio Gifuni,Matilde Gioli,Guglielmo Pinelli","Human Capital","Paolo Virzì",748,"111 minutes",748
"Comedy, Drama",2015.0,"Michael Godere,Ivan Martin,Marisa Tomei,Sam Rockwell,Brian Geraghty,Isabelle McNally","Loitering with Intent","Adam Rapp",749,"80 minutes",749
"Drama",2015.0,"","Medeas","Andrea Pallaoro",750,"97 minutes",750
"Action, Adventure, Science Fiction",2015.0,"Ambyr Childers,Bruce Willis,Thomas Jane,Bryan Greenberg","Vice","Brian A Miller",751,"96 minutes",21
"Comedy, Drama",2015.0,"Eddie Marsan,Joanne Froggatt,Karen Drury,Andrew Buchan,Neil D'Souza","Still Life","Uberto Pasolini",752,"92 minutes",752
"Comedy, Drama",2015.0,"Sam Huntington,Meaghan Rath,Emmanuelle Chriqui,Reagan Pasternak,Jonathan Cherry","Three Night Stand","Pat Kiely",753,"86 minutes",158
"Comedy",2015.0,"Kevin Hart,Josh Gad,Kaley Cuoco,Affion Crockett,Jorge Garcia,Cloris Leachman,Olivia Thirlby","The Wedding Ringer","Jeremy Garelick",754,"101 minutes",754
"Comedy, Family",2015.0,"Nicole Kidman,Peter Capaldi,Ben Whishaw,Michael Gambon,Imelda Staunton,Sally Hawkins,Julie Walters,Hugh Bonneville,Jim Broadbent","Paddington","Paul King",755,"95 minutes",755
"Drama",2015.0,"Elizabeth Banks,Boyd Holbrook,Chloë Sevigny,Jacob Lofland,Josh Lucas","Little Accidents","Sara Colangelo",756,"105 minutes",756
"Drama, Family, Sport",2015.0,"Alexa PenaVega,George Lopez,Jamie Lee Curtis,Marisa Tomei,Carlos Pena,Esai Morales","Spare Parts","Sean McNamara",757,"83 minutes",757
"Comedy",2015.0,"Desiree Akhavan,Rebecca Henderson,Halley Feiffer,Scott Adsit,Anh Duong","Appropriate Behavior","Desiree Akhavan",758,"90 minutes",758
"Action, Crime, Thriller",2015.0,"Manoj Bajpai,Tigmanshu Dhulia,Nawazuddin Siddiqui,Richa Chadda","Gangs of Wasseypur","Anurag Kashyap",759,"320 minutes",159
"Adventure, Thriller",2015.0,"Jude Law,Jodie Whittaker,Scoot McNairy,June Smith,Konstantin Khabenskiy,Karl Davies,Grigoriy Dobrygin,Daniel Ryan","Black Sea","Kevin MacDonald",760,"115 minutes",760
"Comedy, Drama",2015.0,"Nao Ōmori,Mao Daichi,Shinobu Terajima,Hairi Katagiri,Eriko Satô,Ai Tominaga,Naomi Watanabe,Gin Maeda","R100","Hitoshi Matsumoto",761,"100 minutes",761
"Comedy, Drama",2015.0,"Al Pacino,Kyra Sedgwick,Greta Gerwig,Charles Grodin,Dylan Baker,Dianne Wiest,Dan Hedaya","The Humbling","Barry Levinson",762,"112 minutes",762
